"Report Refresh Date";"User Principal Name";"Display Name";"Is Deleted";"Deleted Date";"Last Activity Date";"Report Period";"Created Date";"Item Count";"Storage Used (Byte)";"Issue Warning Quota (Byte)";"Prohibit Send Quota (Byte)";"Prohibit Send/Receive Quota (Byte)";"Deleted Item Count";"Deleted Item Size (Byte)";"Deleted Item Quota (Byte)";"Has Archive";"Recipient Type"
"2023-07-29";"873@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";131971;40721378144;105226698752;106300440576;107374182400;16232;1729233076;107374182400;"False";"User"
"2023-07-29";"4045@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";112501;40693831741;105226698752;106300440576;107374182400;31222;4619895560;107374182400;"False";"User"
"2023-07-29";"5050@anonimo.com";;"False";;"2023-07-17";180;"2021-01-24";28347;40595876360;105226698752;106300440576;107374182400;27062;10453502482;107374182400;"False";"User"
"2023-07-29";"5780@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";151280;40438990723;105226698752;106300440576;107374182400;77232;15096158596;107374182400;"False";"User"
"2023-07-29";"5510@anonimo.com";;"False";;"2023-07-28";180;"2023-02-22";4420;806167056;2104492032;2125463552;2147483648;373;38828335;107374182400;"False";"User"
"2023-07-29";"5076@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";95559;39493655091;105226698752;106300440576;107374182400;40440;6627779294;107374182400;"False";"User"
"2023-07-29";"4481@anonimo.com";;"False";;"2023-07-27";180;"2021-01-24";4687;778646244;2104492032;2125463552;2147483648;5307;525588579;107374182400;"False";"User"
"2023-07-29";"3624@anonimo.com";;"False";;"2023-06-28";180;"2021-01-24";72106;19293965963;52613349376;53150220288;53687091200;35716;5248845571;107374182400;"False";"Shared"
"2023-07-29";"3973@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";126996;38109410150;105226698752;106300440576;107374182400;40623;6769789831;107374182400;"False";"User"
"2023-07-29";"5838@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";108086;37876806555;105226698752;106300440576;107374182400;11379;1686493507;107374182400;"False";"User"
"2023-07-29";"4611@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";108818;37410618685;105226698752;106300440576;107374182400;102468;14170482799;107374182400;"False";"User"
"2023-07-29";"3959@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";128162;37294194581;105226698752;106300440576;107374182400;28690;3532384233;107374182400;"False";"User"
"2023-07-29";"4841@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";91657;37083763664;105226698752;106300440576;107374182400;4604;1233676604;107374182400;"False";"User"
"2023-07-29";"5053@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";100408;36680025152;105226698752;106300440576;107374182400;56930;7594308101;107374182400;"False";"User"
"2023-07-29";"3789@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";155919;35791931199;105226698752;106300440576;107374182400;154755;28328865310;107374182400;"False";"User"
"2023-07-29";"5315@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";151534;35670804456;105226698752;106300440576;107374182400;33970;5878800175;107374182400;"False";"User"
"2023-07-29";"3923@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";65577;35548436173;105226698752;106300440576;107374182400;17024;7251598474;107374182400;"False";"User"
"2023-07-29";"3579@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";294715;35363090340;105226698752;106300440576;107374182400;330081;24697708780;107374182400;"False";"User"
"2023-07-29";"3414@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";140609;34973410700;105226698752;106300440576;107374182400;1430135;91621951351;107374182400;"False";"User"
"2023-07-29";"1091@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";309971;34795792881;105226698752;106300440576;107374182400;412974;22506838575;107374182400;"False";"User"
"2023-07-29";"5797@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";121380;33820831403;105226698752;106300440576;107374182400;39494;10786423877;107374182400;"False";"User"
"2023-07-29";"5844@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";105239;33018410079;105226698752;106300440576;107374182400;61114;8103255768;107374182400;"False";"User"
"2023-07-29";"1510@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";109531;32450156125;105226698752;106300440576;107374182400;103931;21316641576;107374182400;"False";"User"
"2023-07-29";"3251@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";188712;32305228374;105226698752;106300440576;107374182400;262631;30245589036;107374182400;"False";"User"
"2023-07-29";"3401@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";299612;32093444067;105226698752;106300440576;107374182400;11436;1083470853;107374182400;"False";"User"
"2023-07-29";"4587@anonimo.com";;"False";;"2023-07-28";180;"2021-10-19";58589;31702417263;105226698752;106300440576;107374182400;10778;8801524817;107374182400;"False";"User"
"2023-07-29";"5722@anonimo.com";;"False";;"2023-07-27";180;"2021-01-24";87389;31433750741;105226698752;106300440576;107374182400;51009;4939187688;107374182400;"False";"User"
"2023-07-29";"4828@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";102121;31412230694;105226698752;106300440576;107374182400;42860;5117269878;107374182400;"False";"User"
"2023-07-29";"4140@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";257321;31048249359;105226698752;106300440576;107374182400;594903;40943111736;107374182400;"False";"User"
"2023-07-29";"5583@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";104408;30116932558;105226698752;106300440576;107374182400;57628;11149598160;107374182400;"False";"User"
"2023-07-29";"5327@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";74312;29813520836;105226698752;106300440576;107374182400;14848;2683691842;107374182400;"False";"User"
"2023-07-29";"4924@anonimo.com";;"False";;"2023-07-21";180;"2021-01-24";72379;29599831975;105226698752;106300440576;107374182400;10856;2784286087;107374182400;"False";"User"
"2023-07-29";"1059@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";248154;29085372151;105226698752;106300440576;107374182400;3821;885573820;107374182400;"False";"User"
"2023-07-29";"5211@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";136060;28836263320;105226698752;106300440576;107374182400;478909;101810334194;107374182400;"False";"User"
"2023-07-29";"5250@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";126118;28709956508;105226698752;106300440576;107374182400;64539;10202863533;107374182400;"False";"User"
"2023-07-29";"4818@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";57950;28101978844;105226698752;106300440576;107374182400;56596;17251061719;107374182400;"False";"User"
"2023-07-29";"5580@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";138090;27658891051;105226698752;106300440576;107374182400;656536;46904163989;107374182400;"False";"User"
"2023-07-29";"3750@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";13506;27658790209;105226698752;106300440576;107374182400;11312;7049727017;107374182400;"False";"User"
"2023-07-29";"3557@anonimo.com";;"False";;;180;"2021-06-23";51910;13687994256;52613349376;53150220288;53687091200;3320;575624604;107374182400;"False";"Shared"
"2023-07-29";"854@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";85857;26758820196;105226698752;106300440576;107374182400;75483;12289183007;107374182400;"False";"User"
"2023-07-29";"3563@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";62844;26714154637;105226698752;106300440576;107374182400;34309;2843836121;107374182400;"False";"User"
"2023-07-29";"4449@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";150455;26564207931;105226698752;106300440576;107374182400;29002;5897436823;107374182400;"False";"User"
"2023-07-29";"4877@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";88777;26038259118;105226698752;106300440576;107374182400;114810;21580908552;107374182400;"False";"User"
"2023-07-29";"3866@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";61138;25689581769;105226698752;106300440576;107374182400;108323;13804856357;107374182400;"True";"User"
"2023-07-29";"3342@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";74956;25425106358;105226698752;106300440576;107374182400;27006;6935953743;107374182400;"False";"User"
"2023-07-29";"4887@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";76641;25081601446;105226698752;106300440576;107374182400;126754;30582356321;107374182400;"False";"User"
"2023-07-29";"5603@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";156502;24684171975;105226698752;106300440576;107374182400;32335;2870611934;107374182400;"False";"User"
"2023-07-29";"4626@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";132525;24532961255;105226698752;106300440576;107374182400;239030;47390818167;107374182400;"False";"User"
"2023-07-29";"4351@anonimo.com";;"False";;"2023-07-28";180;"2022-01-17";1784;489172339;2104492032;2125463552;2147483648;8320;1378943154;107374182400;"False";"User"
"2023-07-29";"2085@anonimo.com";;"False";;"2023-07-27";180;"2021-01-24";476317;24371076680;105226698752;106300440576;107374182400;171755;21014241027;107374182400;"False";"Shared"
"2023-07-29";"958@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";59380;24190876809;105226698752;106300440576;107374182400;16371;1911491449;107374182400;"False";"User"
"2023-07-29";"4913@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";104848;24178809032;105226698752;106300440576;107374182400;74730;7316362251;107374182400;"False";"Shared"
"2023-07-29";"3627@anonimo.com";;"False";;"2022-05-06";180;"2021-10-15";40254;11937965808;52613349376;53150220288;53687091200;3215;568323676;107374182400;"False";"Shared"
"2023-07-29";"4068@anonimo.com";;"False";;"2023-07-27";180;"2021-01-24";84523;23778041374;105226698752;106300440576;107374182400;10897;1326654963;107374182400;"False";"User"
"2023-07-29";"5302@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";72632;23726969884;105226698752;106300440576;107374182400;26636;648863292;118111600640;"True";"User"
"2023-07-29";"1018@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";258337;23329388584;105226698752;106300440576;107374182400;184507;17982345400;107374182400;"False";"User"
"2023-07-29";"4776@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";82354;23237110169;105226698752;106300440576;107374182400;49965;4486231750;107374182400;"False";"User"
"2023-07-29";"4925@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";70384;22919928655;105226698752;106300440576;107374182400;10471;1458994958;107374182400;"False";"User"
"2023-07-29";"5318@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";85443;22745840401;105226698752;106300440576;107374182400;14809;2795386352;107374182400;"False";"User"
"2023-07-29";"5210@anonimo.com";;"False";;"2023-07-21";180;"2021-02-12";62862;22668746782;105226698752;106300440576;107374182400;15870;3770510412;107374182400;"False";"User"
"2023-07-29";"4128@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";76033;22665557621;105226698752;106300440576;107374182400;36266;4482868500;107374182400;"False";"User"
"2023-07-29";"3738@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";376296;21812195600;105226698752;106300440576;107374182400;99191;3034744119;107374182400;"True";"User"
"2023-07-29";"3701@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";83078;21758985878;105226698752;106300440576;107374182400;52086;4102941642;107374182400;"False";"User"
"2023-07-29";"3225@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";97495;21680729685;105226698752;106300440576;107374182400;42107;6144305358;107374182400;"False";"User"
"2023-07-29";"4054@anonimo.com";;"False";;"2023-07-28";180;"2022-01-17";1966;432431659;2104492032;2125463552;2147483648;959;158472160;107374182400;"False";"User"
"2023-07-29";"3731@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";54007;21481040849;105226698752;106300440576;107374182400;65151;3785798957;107374182400;"False";"User"
"2023-07-29";"5016@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";55622;21257257880;105226698752;106300440576;107374182400;86216;18553869626;107374182400;"False";"User"
"2023-07-29";"1169@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";120060;21077094152;105226698752;106300440576;107374182400;23077;1968453294;107374182400;"False";"User"
"2023-07-29";"4946@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";84885;20807104162;105226698752;106300440576;107374182400;34271;5563448118;107374182400;"False";"User"
"2023-07-29";"1409@anonimo.com";;"False";;"2023-07-28";180;"2022-06-01";425582;20609870411;105226698752;106300440576;107374182400;2130338;86164705513;107374182400;"False";"User"
"2023-07-29";"4999@anonimo.com";;"False";;"2023-07-07";180;"2021-09-03";3072;409823019;2104492032;2125463552;2147483648;24;1023897;107374182400;"False";"User"
"2023-07-29";"5160@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";92827;20365336762;105226698752;106300440576;107374182400;48691;4693202164;107374182400;"False";"User"
"2023-07-29";"913@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";193015;20367883448;105226698752;106300440576;107374182400;618971;46595388845;107374182400;"False";"User"
"2023-07-29";"4777@anonimo.com";;"False";;"2023-07-29";180;"2022-05-31";3393;402665444;2104492032;2125463552;2147483648;76229;4382361827;107374182400;"False";"User"
"2023-07-29";"1162@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";57145;19806007460;105226698752;106300440576;107374182400;16618;2045941743;107374182400;"False";"User"
"2023-07-29";"3889@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";60938;19713159797;105226698752;106300440576;107374182400;35983;3202317318;107374182400;"False";"User"
"2023-07-29";"3947@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";59640;19493686045;105226698752;106300440576;107374182400;27432;2763874458;107374182400;"False";"User"
"2023-07-29";"3725@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";59353;9694181471;52613349376;53150220288;53687091200;34761;5744367432;107374182400;"False";"User"
"2023-07-29";"3256@anonimo.com";;"False";;"2023-07-28";180;"2022-02-03";2489;385328200;2104492032;2125463552;2147483648;1771;174147560;107374182400;"False";"User"
"2023-07-29";"3914@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";46180;19243802223;105226698752;106300440576;107374182400;10856;4573335178;107374182400;"False";"User"
"2023-07-29";"1420@anonimo.com";;"False";;"2023-07-26";180;"2022-06-03";157445;18827957611;105226698752;106300440576;107374182400;450;164794216;107374182400;"False";"User"
"2023-07-29";"5133@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";96144;18454408183;105226698752;106300440576;107374182400;9015;2585066021;107374182400;"False";"User"
"2023-07-29";"4467@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";63857;18095988955;105226698752;106300440576;107374182400;37230;7602176828;107374182400;"False";"User"
"2023-07-29";"4520@anonimo.com";;"False";;"2023-07-29";180;"2022-04-06";36241;17465760887;105226698752;106300440576;107374182400;32589;3140791699;107374182400;"False";"User"
"2023-07-29";"5371@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";52508;16865695681;105226698752;106300440576;107374182400;57826;8304730351;107374182400;"False";"User"
"2023-07-29";"4025@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";47440;16858710443;105226698752;106300440576;107374182400;17980;2593027628;107374182400;"False";"User"
"2023-07-29";"3589@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";49707;16700217029;105226698752;106300440576;107374182400;24713;5067801803;107374182400;"False";"User"
"2023-07-29";"4745@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";47852;16619167292;105226698752;106300440576;107374182400;55102;21789676043;107374182400;"False";"User"
"2023-07-29";"3369@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";50148;16562282641;105226698752;106300440576;107374182400;79445;13542302143;107374182400;"False";"User"
"2023-07-29";"1273@anonimo.com";;"False";;"2023-07-14";180;"2021-08-17";42696;16466644338;105226698752;106300440576;107374182400;2460;1226216791;107374182400;"False";"User"
"2023-07-29";"5567@anonimo.com";;"False";;"2023-07-29";180;"2023-02-25";30387;8024732569;52613349376;53150220288;53687091200;409615;47755553287;107374182400;"False";"Shared"
"2023-07-29";"590@anonimo.com";;"False";;"2021-05-04";180;"2021-01-24";48139;15828948615;105226698752;106300440576;107374182400;4809;520732339;107374182400;"False";"Shared"
"2023-07-29";"4166@anonimo.com";;"False";;"2023-07-28";180;"2022-03-04";35397;15645121371;105226698752;106300440576;107374182400;3388;731347998;107374182400;"False";"User"
"2023-07-29";"4446@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";32095;15585304321;105226698752;106300440576;107374182400;8159;3019629241;107374182400;"False";"User"
"2023-07-29";"3330@anonimo.com";;"False";;"2023-07-28";180;"2021-10-15";31983;15477450643;105226698752;106300440576;107374182400;71484;14375342544;107374182400;"False";"User"
"2023-07-29";"5073@anonimo.com";;"False";;"2023-06-07";180;"2023-04-28";38021;7691540969;52613349376;53150220288;53687091200;6840;1006153045;107374182400;"False";"Shared"
"2023-07-29";"3643@anonimo.com";;"False";;"2023-07-29";180;"2021-11-19";57910;15218337736;105226698752;106300440576;107374182400;59421;8660533024;107374182400;"False";"User"
"2023-07-29";"3337@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";71867;15194276230;105226698752;106300440576;107374182400;24471;1744105760;107374182400;"False";"User"
"2023-07-29";"4664@anonimo.com";;"False";;"2023-07-28";180;"2021-08-04";23942;15075532887;105226698752;106300440576;107374182400;5440;1358858731;107374182400;"False";"User"
"2023-07-29";"4525@anonimo.com";;"False";;"2023-07-29";180;"2021-10-19";37658;14906322974;105226698752;106300440576;107374182400;18994;2602959868;107374182400;"False";"User"
"2023-07-29";"5287@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";199753;14574121250;105226698752;106300440576;107374182400;149868;3960950579;32212254720;"True";"User"
"2023-07-29";"3709@anonimo.com";;"False";;"2023-07-18";180;"2021-01-24";128746;14393663450;105226698752;106300440576;107374182400;344847;26235490035;107374182400;"False";"User"
"2023-07-29";"3911@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";36599;14294887852;105226698752;106300440576;107374182400;13218;3476985045;107374182400;"False";"User"
"2023-07-29";"4595@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";41556;13901787721;105226698752;106300440576;107374182400;23719;2823842374;107374182400;"False";"User"
"2023-07-29";"5682@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";34640;13629068053;105226698752;106300440576;107374182400;33627;2814119512;107374182400;"False";"User"
"2023-07-29";"5145@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";47627;13600847446;105226698752;106300440576;107374182400;11352;1831066736;107374182400;"False";"User"
"2023-07-29";"5293@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";31302;13593542027;105226698752;106300440576;107374182400;8848;2856332136;107374182400;"False";"User"
"2023-07-29";"5430@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";40870;13480659497;105226698752;106300440576;107374182400;12313;2425494814;107374182400;"False";"User"
"2023-07-29";"4407@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";37739;13312531332;105226698752;106300440576;107374182400;15631;4099035142;107374182400;"False";"User"
"2023-07-29";"4074@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";86129;13275146913;105226698752;106300440576;107374182400;70432;5401007263;107374182400;"False";"User"
"2023-07-29";"1393@anonimo.com";;"False";;"2023-07-28";180;"2022-05-09";25825;13269065300;105226698752;106300440576;107374182400;5976;890260604;107374182400;"False";"User"
"2023-07-29";"3780@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";109956;13208397522;105226698752;106300440576;107374182400;76148;9292969083;107374182400;"False";"User"
"2023-07-29";"968@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";39259;13093507792;105226698752;106300440576;107374182400;50004;8639679088;107374182400;"False";"User"
"2023-07-29";"4261@anonimo.com";;"False";;"2021-07-02";180;"2021-07-01";24821;6543632250;52613349376;53150220288;53687091200;1562;204481041;107374182400;"False";"Shared"
"2023-07-29";"5728@anonimo.com";;"False";;"2023-07-28";180;"2022-05-31";28499;12922585396;105226698752;106300440576;107374182400;5158;406902474;107374182400;"False";"User"
"2023-07-29";"3703@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";42780;12755382696;105226698752;106300440576;107374182400;271026;56140843674;107374182400;"False";"User"
"2023-07-29";"3292@anonimo.com";;"False";;"2023-07-29";180;"2021-02-03";30702;12719830771;105226698752;106300440576;107374182400;66690;23379965642;107374182400;"False";"User"
"2023-07-29";"794@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";124501;12315037080;105226698752;106300440576;107374182400;14832;1268463970;107374182400;"False";"User"
