"Report Refresh Date";"User Principal Name";"Is Deleted";"Deleted Date";"Last Activity Date";"Assigned Products";"Report Period";"User Id";"Is External";"Team Chat Message Count";"Private Chat Message Count";"Call Count";"Meeting Count";"Meetings Organized Count";"Meetings Attended Count";"Ad Hoc Meetings Organized Count";"Ad Hoc Meetings Attended Count";"Scheduled One-time Meetings Organized Count";"Scheduled One-time Meetings Attended Count";"Scheduled Recurring Meetings Organized Count";"Scheduled Recurring Meetings Attended Count";"Audio Duration";"Video Duration";"Screen Share Duration";"Audio Duration In Seconds";"Video Duration In Seconds";"Screen Share Duration In Seconds";"Has Other Action";"Urgent Messages";"Post Messages";"Tenant Display Name";"Shared Channel Tenant Display Names";"Reply Messages";"Is Licensed"
"2023-07-30";"1350@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE+POWER BI PRO";180;"a3772c62-9330-4d14-8250-44b443901df2";"False";0;7162;228;210;15;210;9;54;6;104;0;52;"P5DT4H52M56S";"P1DT5H37M30S";"P3DT21H39M13S";449576;106650;337153;"No";0;0;;;0;"Yes"
"2023-07-30";"1313@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E5+MICROSOFT POWER AUTOMATE FREE";180;"af7c6085-94f5-4c91-ac28-b10885f3bd97";"False";0;13619;323;134;68;134;12;40;56;74;0;20;"P5DT2H36M51S";"P1DT20H35M6S";"P3DT8H3M52S";441411;160506;288232;"No";0;0;;;0;"Yes"
"2023-07-30";"4291@anonimo.com";"False";;"2023-07-30";"MICROSOFT 365 E3+MICROSOFT FABRIC (FREE)+MICROSOFT POWER AUTOMATE FREE";180;"30b2790d-4926-4066-bde3-b96ef027bd69";"False";1;3660;62;80;17;80;9;16;8;50;0;14;"P2DT21H41M33S";"P2DT10H45M6S";"P2DT8H1M6S";250893;211506;201666;"No";0;1;;;0;"Yes"
"2023-07-30";"958@anonimo.com";"False";;"2023-07-29";"MICROSOFT 365 AUDIO CONFERENCING+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;"fdfef5d3-5c13-41c1-b7a5-457b01354616";"False";0;8317;490;194;98;194;6;34;68;136;24;24;"P11DT22H56M7S";"P1DT21H18M21S";"P9DT3H59M43S";1032967;163101;791983;"No";0;0;;;0;"Yes"
"2023-07-30";"5127@anonimo.com";"False";;"2023-02-13";;180;"a701d67d-a7d7-4d6f-85db-5744a569650f";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"4828@anonimo.com";"False";;"2023-07-29";"PROJECT PLAN 5+ENTERPRISE MOBILITY + SECURITY E3+MICROSOFT 365 E5+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT POWER AUTOMATE FREE";180;"aac1051d-87cd-4214-acd2-42a05cd9084c";"False";25;7894;394;478;298;478;54;140;63;207;176;130;"P19DT15H39M31S";"P7DT12H22M48S";"P15DT11H6M35S";1697971;649368;1335995;"No";0;15;;;10;"Yes"
"2023-07-30";"5844@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 AUDIO CONFERENCING+WINDOWS 10/11 ENTERPRISE E5+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING";180;"71e80c06-a63f-47bc-aa17-21e4b2c03eb0";"False";0;6394;574;265;88;265;39;87;49;135;0;41;"P10DT21H10M36S";"P4DT15H29M57S";"P8DT12H33M26S";940236;401397;736406;"No";0;0;;;0;"Yes"
"2023-07-30";"3180@anonimo.com";"False";;"2023-07-30";"VISIO PLAN 2+MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E5+DYNAMICS 365 CUSTOMER ENGAGEMENT PLAN+PROJECT PLAN 5";180;"9432b407-26cf-4911-8916-e82397897ca0";"False";0;36545;461;338;179;338;54;151;72;153;53;33;"P22DT14H34M55S";"P5DT15H47M8S";"P18DT46M4S";1953295;488828;1557964;"No";0;0;;;0;"Yes"
"2023-07-30";"5605@anonimo.com";"False";;"2023-07-30";"MICROSOFT POWER AUTOMATE FREE";180;"0b9f8c70-0a7d-4601-aa7b-ad53ae350c7c";"False";0;897;32;15;4;15;3;8;1;7;0;0;"PT10H57M51S";"PT53M1S";"PT5H40M2S";39471;3181;20402;"No";0;0;;;0;"Yes"
"2023-07-30";"1402@anonimo.com";"False";;"2023-07-30";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE+POWER BI PRO";180;"64394e28-89d5-4def-8781-ef6a68fa31f3";"False";0;2994;48;65;29;65;2;8;27;57;0;0;"P1DT18H56M";"PT7H46M46S";"P1DT13H47M12S";154560;28006;136032;"No";0;0;;;0;"Yes"
"2023-07-30";"5510@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 F1";180;"9bbc7c9a-f2a7-4480-b8e9-bb1174e1ab4f";"False";0;52;2;11;1;11;1;6;0;0;0;5;"PT1H37M42S";"PT0S";"PT1H31M16S";5862;0;5476;"No";0;0;;;0;"Yes"
"2023-07-30";"1496@anonimo.com";"False";;"2023-04-12";;180;"08ed0ff8-abd3-42f1-a117-8f351616ef5d";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"1411@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E5+MICROSOFT POWER AUTOMATE FREE+PROJECT PLAN 5";180;"b5d634ff-d3c2-4bf5-9eb5-86ff9b746fe7";"False";13;9193;215;458;232;458;14;36;144;173;74;248;"P13DT3H35M26S";"P4DT3H46M48S";"P11DT4H43M17S";1136126;359208;967397;"No";0;0;;;13;"Yes"
"2023-07-30";"4692@anonimo.com";"False";;"2023-07-29";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)+MICROSOFT 365 E3";180;"903eefdd-1d52-4b02-9a32-e8c518d66fc6";"False";0;3980;74;233;4;233;4;17;0;44;0;170;"P7DT12H58M21S";"P1DT5H18M14S";"P7DT3H28M25S";651501;105494;617305;"No";0;0;;;0;"Yes"
"2023-07-30";"1180@anonimo.com";"False";;"2023-04-04";"MICROSOFT STREAM TRIAL";180;"e818a2c1-9f4a-4506-83e8-d07df5b8a5d2";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"4477@anonimo.com";"False";;"2023-06-27";"MICROSOFT 365 E5+MICROSOFT POWER AUTOMATE FREE";180;"dd277255-58a2-4668-a944-a9cfab1919ed";"False";0;1428;59;8;0;8;0;8;0;0;0;0;"PT17H54M57S";"PT1H59M21S";"PT16H24S";64497;7161;57624;"No";0;0;;;0;"Yes"
"2023-07-30";"1380@anonimo.com";"False";;"2023-04-26";"MICROSOFT POWER AUTOMATE FREE";180;"456d59c5-5cab-460f-b637-00e56ca2bd88";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"3701@anonimo.com";"False";;"2023-07-29";"ENTERPRISE MOBILITY + SECURITY E3+MICROSOFT 365 E5+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT POWER AUTOMATE FREE+POWERAPPS AND LOGIC FLOWS+MICROSOFT 365 AUDIO CONFERENCING+RIGHTS MANAGEMENT ADHOC+VISIO PLAN 2+PROJECT PLAN 5";180;"2701a9f7-29b5-45c8-aa47-56dc1488d78c";"False";0;4768;313;341;113;341;38;72;45;203;30;66;"P13DT15H30M35S";"P5DT22H31M4S";"P11DT8H42M23S";1179035;513064;981743;"No";0;0;;;0;"Yes"
"2023-07-30";"5728@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)+MICROSOFT 365 AUDIO CONFERENCING+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING";180;"4d79242c-9932-4116-9315-d4d8d06812a0";"False";0;5272;173;98;10;98;10;54;0;19;0;25;"P3DT1H36M31S";"PT10H32M18S";"P2DT18H36M37S";264991;37938;239797;"No";1;0;;;0;"Yes"
"2023-07-30";"3850@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 BUSINESS BASIC";180;"e60c9477-b3f2-42c7-863b-9fe5767acc73";"False";0;0;0;1;0;1;0;0;0;1;0;0;"PT57M10S";"PT0S";"PT57M10S";3430;0;3430;"No";0;0;;;0;"Yes"
"2023-07-30";"4239@anonimo.com";"False";;"2023-03-06";"MICROSOFT POWER AUTOMATE FREE";180;"d4f6d07a-1921-4a65-a696-e7f96d189889";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"4588@anonimo.com";"False";;"2023-07-29";"MICROSOFT 365 E3";180;"ebfc60b3-5d07-4ada-a9ef-cc6c3fc8a370";"False";0;4113;38;84;37;84;4;7;33;61;0;16;"P2DT13H9M21S";"P1DT23H37M36S";"P1DT23H12M16S";220161;171456;169936;"No";0;0;;;0;"Yes"
"2023-07-30";"3200@anonimo.com";"False";;"2023-07-28";;180;"2a28baa2-9c72-43fa-80b6-457ebcad0f91";"False";0;829;17;3;0;3;0;0;0;3;0;0;"PT4H11S";"PT1H6M54S";"PT1H31M28S";14411;4014;5488;"No";0;0;;;0;"No"
"2023-07-30";"4803@anonimo.com";"False";;"2023-07-27";"MICROSOFT 365 F1";180;"5ea78f01-ed6c-4b29-ab57-5a8bc5bb0e09";"False";0;20;1;28;1;28;1;1;0;1;0;26;"P1DT15H12M1S";"PT8H19M22S";"P1DT13H3M57S";141121;29962;133437;"No";0;0;;;0;"Yes"
"2023-07-30";"5838@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE";180;"5d7e87b9-a308-4518-982f-7e9d89070499";"False";158;17946;533;125;16;125;14;47;2;73;0;5;"P5DT13H52M48S";"P2DT7H35M14S";"P4DT8H43M29S";481968;200114;377009;"No";0;97;;;61;"Yes"
"2023-07-30";"5261@anonimo.com";"False";;"2023-07-28";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;"0b126928-4f41-4077-ad58-42e1083a19a7";"False";0;11505;726;378;172;378;161;310;11;60;0;8;"P10DT8H21M48S";"P1DT3H38M56S";"P6DT13H49M42S";894108;99536;568182;"No";3;0;;;0;"Yes"
"2023-07-30";"1230@anonimo.com";"False";;"2023-05-17";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)";180;"7fb9f688-389f-47fa-b9c3-8b40804da5e5";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"5689@anonimo.com";"False";;"2023-07-30";"POWER BI PRO+MICROSOFT POWER APPS PLAN 2 TRIAL+MICROSOFT 365 E3";180;"d9070402-b50b-48a3-9db7-c0755284c668";"False";0;4882;522;428;122;428;19;143;98;221;5;64;"P10DT16H26M33S";"P1DT15H50S";"P7DT20H50M37S";923193;140450;679837;"No";0;0;;;0;"Yes"
"2023-07-30";"4701@anonimo.com";"False";;;;180;"72547af3-a2ff-4bb2-8de5-9f02681d3951";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"No";0;0;;;0;"Yes"
"2023-07-30";"5511@anonimo.com";"False";;"2023-07-29";"ENTERPRISE MOBILITY + SECURITY E3+MICROSOFT 365 AUDIO CONFERENCING+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT POWER APPS PLAN 2 TRIAL+MICROSOFT FABRIC (FREE)+MICROSOFT 365 E5";180;"24a288ea-aa7e-4a5d-8f8d-0aa1c5d711d0";"False";1;5279;137;249;63;249;13;40;16;148;34;61;"P6DT20H59M24S";"P5DT12H40M11S";"P5DT13H17M8S";593964;477611;479828;"No";0;0;;;1;"Yes"
"2023-07-30";"1018@anonimo.com";"False";;"2023-07-29";"MICROSOFT 365 E3+POWER BI PRO";180;"64b28d3f-9d87-4a7d-9f61-2b9ecafe2735";"False";826;13453;12;561;312;561;212;360;74;157;26;44;"P6DT17H33M35S";"P1DT9H57M42S";"P4DT17H25M12S";581615;122262;408312;"No";0;258;;;568;"Yes"
"2023-07-30";"4204@anonimo.com";"False";;"2023-07-29";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;"39f55509-d44f-4f0c-a3fd-5b9b1c015981";"False";0;1657;48;98;8;98;2;19;5;32;0;46;"P2DT11H56S";"PT18H16M38S";"P1DT8H35M17S";212456;65798;117317;"No";0;0;;;0;"Yes"
"2023-07-30";"4411@anonimo.com";"False";;"2023-07-29";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING";180;"2676932b-0f26-4abf-8f6e-5b929e62bf5a";"False";0;5582;207;224;11;224;7;85;4;99;0;40;"P6DT13H5M43S";"P3DT15H5M15S";"P4DT17H36M28S";565543;313515;408988;"No";0;0;;;0;"Yes"
"2023-07-30";"5293@anonimo.com";"False";;"2023-07-28";"ENTERPRISE MOBILITY + SECURITY E3+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 AUDIO CONFERENCING";180;"e295149b-f71d-4639-93ad-6ad6ca60c53b";"False";0;1898;66;357;30;357;30;293;0;44;0;20;"P10DT15H35M12S";"P2DT9H42M47S";"P8DT18H57M38S";920112;207767;759458;"No";0;0;;;0;"Yes"
"2023-07-30";"4620@anonimo.com";"False";;"2023-03-24";;180;"1f890675-2cc1-45ad-bfc3-6e417e14edf6";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"4362@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 BUSINESS BASIC";180;"7f01145a-6161-43a9-9efb-5887b425f1d7";"False";0;135;2;2;0;2;0;1;0;1;0;0;"PT1H17M46S";"PT0S";"PT1H15M54S";4666;0;4554;"No";0;0;;;0;"Yes"
"2023-07-30";"979@anonimo.com";"False";;"2023-07-28";"MICROSOFT STREAM TRIAL+MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E3+POWER BI PRO";180;"d43431a5-a718-4754-9658-4fbd1a107f07";"False";0;5100;114;289;17;289;16;82;1;103;0;104;"P10DT21H37M44S";"P1DT12H24M29S";"P9DT19H53M42S";941864;131069;849222;"No";0;0;;;0;"Yes"
"2023-07-30";"4425@anonimo.com";"False";;"2023-07-30";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E3+POWER BI PRO";180;"192cb865-76de-484c-aa7a-c425dd5e6f63";"False";3;6359;31;116;10;116;10;66;0;26;0;24;"P1DT18H36M30S";"PT6H29M19S";"P1DT10H9M55S";153390;23359;122995;"No";0;3;;;0;"Yes"
"2023-07-30";"1329@anonimo.com";"False";;"2023-07-27";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)";180;"46fe7263-c627-49cf-a708-2091355be50e";"False";0;1;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"No";0;0;;;0;"No"
"2023-07-30";"4283@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT POWER APPS PLAN 2 TRIAL+MICROSOFT 365 E5+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT 365 AUDIO CONFERENCING+POWER VIRTUAL AGENTS VIRAL TRIAL+DYNAMICS 365 CUSTOMER INSIGHTS SELF-SERVICE TRIAL+DYNAMICS 365 CUSTOMER INSIGHTS VTRIAL+MICROSOFT FABRIC (FREE)";180;"bee85d8f-7b3b-4d7a-ae0c-682b2a26a169";"False";1;11746;282;526;118;526;48;100;53;278;17;148;"P16DT2H20M59S";"P6DT1H16M18S";"P14DT2H42M16S";1390859;522978;1219336;"No";0;0;;;1;"Yes"
"2023-07-30";"4150@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE+WINDOWS 10/11 ENTERPRISE E5+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING";180;"764f3866-a606-4c9f-abba-c8ff3f787363";"False";0;18093;1766;991;713;991;488;615;170;270;54;106;"P16DT7H35M39S";"P2DT6H47M51S";"P11DT5H41M15S";1409739;197271;970875;"No";0;0;;;0;"Yes"
"2023-07-30";"5803@anonimo.com";"False";;"2023-02-01";;180;"11a887de-a7dc-424b-90b2-331204186408";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"4520@anonimo.com";"False";;"2023-07-30";"MICROSOFT 365 E5+MICROSOFT POWER AUTOMATE FREE";180;"3ed4445b-b1ee-4c19-9b70-2dd39413367a";"False";1;12823;169;418;48;418;8;66;33;258;7;93;"P14DT5H15M4S";"P6DT10M23S";"P11DT18H20M9S";1228504;519023;1016409;"No";0;1;;;0;"Yes"
"2023-07-30";"5138@anonimo.com";"False";;"2023-07-28";"MICROSOFT FABRIC (FREE)+MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E3";180;"a70c82d4-e10c-44ed-8fae-15f8679a5815";"False";0;1085;11;3;0;3;0;3;0;0;0;0;"PT3H19M41S";"PT57M14S";"PT2H47M44S";11981;3434;10064;"No";0;0;;;0;"Yes"
"2023-07-30";"4130@anonimo.com";"False";;"2022-12-29";"MICROSOFT 365 E3";180;"afe12955-c558-4414-97be-dc967b09a0cd";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"No";0;0;;;0;"Yes"
"2023-07-30";"4578@anonimo.com";"False";;"2023-02-14";;180;"13866ca9-3d0c-4570-b756-544fc5087682";"False";0;1;0;5;0;5;0;0;0;0;0;5;"PT47M34S";"PT41M47S";"PT0S";2854;2507;0;"No";0;0;;;0;"No"
"2023-07-30";"3274@anonimo.com";"False";;"2023-07-29";"MICROSOFT POWER AUTOMATE FREE+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT 365 AUDIO CONFERENCING";180;"33d8a9fb-d670-43db-a25d-0229b5b2836c";"False";0;3810;76;256;158;256;9;32;149;179;0;45;"P14DT15H9M50S";"P2DT3H1M19S";"P4DT4H15M50S";1264190;183679;360950;"No";0;0;;;0;"Yes"
"2023-07-30";"4645@anonimo.com";"False";;"2023-07-30";"MICROSOFT FABRIC (FREE)+MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E3";180;"30560692-bb1c-4be3-b5ca-bde953ede256";"False";0;11431;326;364;53;364;51;243;2;96;0;24;"P15DT4H54M28S";"P1DT8H20M56S";"P13DT7H37M48S";1313668;116456;1150668;"No";0;0;;;0;"Yes"
"2023-07-30";"5046@anonimo.com";"False";;"2023-07-28";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT FABRIC (FREE)+MICROSOFT POWER AUTOMATE FREE+POWER VIRTUAL AGENTS VIRAL TRIAL";180;"15cb0fe2-5ab0-4f85-aeca-a84cd88ebc89";"False";0;11202;291;480;137;480;55;138;50;266;32;76;"P17DT15H22M50S";"P10DT12H12M32S";"P15DT17H34M6S";1524170;907952;1359246;"No";1;0;;;0;"Yes"
"2023-07-30";"5402@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+POWERAPPS AND LOGIC FLOWS+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT POWER APPS PLAN 2 TRIAL";180;"cecab614-fbe1-4dcf-b090-725ce454d406";"False";14;11542;197;466;109;466;96;239;6;125;7;102;"P35DT20H3M53S";"P1DT2H16M24S";"P26DT18H27M4S";3096233;94584;2312824;"No";0;4;;;10;"Yes"
"2023-07-30";"5731@anonimo.com";"False";;"2023-07-10";"POWER BI PRO+MICROSOFT POWER AUTOMATE FREE";180;"f62cba4a-7f81-4a80-a8ba-da7d1d65a988";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"4641@anonimo.com";"False";;"2023-07-07";;180;"58b40959-df02-4503-a9dd-6e4e1a80fbe1";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
