"Report Refresh Date";"Owner Principal Name";"Is Deleted";"Last Activity Date";"Report Period";"Site Id";"Site URL";"Owner Display Name";"Site Sensitivity Label Id";"External Sharing";"Unmanaged Device Policy";"Geo Location";"File Count";"Active File Count";"Page View Count";"Visited Page Count";"Anonymous Link Count";"Company Link Count";"Secure Link For Guest Count";"Secure Link For Member Count";"Storage Used (Byte)";"Storage Allocated (Byte)";"Root Web Template"
"2023-07-30";"5516@anonimo.com";"False";;180;"01e4a99e-963e-49e3-aa73-cb9bb5297e91";"https://lanlinkonline.sharepoint.com/sites/serraverde";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1436979;1099511627776;"Group"
"2023-07-30";"621@anonimo.com";"False";"2022-06-30";180;"0207f007-672d-4ea5-9ed9-b4592d0d2d45";"https://lanlinkonline.sharepoint.com/sites/DWF-Analistas-O365";;;"True";"None";"BRA";178;0;0;0;0;0;0;0;59953001;1099511627776;"Group"
"2023-07-30";"260@anonimo.com";"False";"2023-05-18";180;"021ed83d-eecf-4d8a-b499-ee0b0b39ad35";"https://lanlinkonline.sharepoint.com/sites/AutomaoGestoTrabalhistaVETORH";;;"True";"None";"BRA";4;2;1;1;0;0;0;0;7709847;1099511627776;"Group"
"2023-07-30";"2964@anonimo.com";"False";"2018-08-13";180;"0242130b-df1e-4457-b616-20d2f8b5f697";"https://lanlinkonline.sharepoint.com/sites/Teste382";;;"True";"None";"BRA";2;0;0;0;0;0;0;0;1578310;1099511627776;"Group"
"2023-07-30";"2813@anonimo.com";"False";"2022-06-13";180;"024b0709-c972-4065-bac6-ef31b416f06d";"https://lanlinkonline.sharepoint.com/sites/TIC";;;"True";"None";"BRA";2;0;0;0;0;0;0;0;2526755;1099511627776;"Group"
"2023-07-30";"2196@anonimo.com";"False";"2022-07-18";180;"029689ed-ec7b-4dd5-8dc3-92cccadc591f";"https://lanlinkonline.sharepoint.com/sites/MigraoTeamsLanlink";;;"True";"None";"BRA";14;0;0;0;0;0;0;0;26250511;1099511627776;"Group"
"2023-07-30";"2621@anonimo.com";"False";;180;"029c8768-96e9-4870-bfa4-c276c6504e09";"https://lanlinkonline.sharepoint.com/sites/SDwan";;;"True";"None";"BRA";1;0;0;0;0;0;0;0;1581289;1099511627776;"Group"
"2023-07-30";"2395@anonimo.com";"False";;180;"02a86fc3-18a1-4b87-af02-3b1b6f946199";"https://lanlinkonline.sharepoint.com/sites/PraiacentroHotisViagenseTurismoLTDA";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1453345;1099511627776;"Group"
"2023-07-30";"2548@anonimo.com";"False";"2022-07-27";180;"02fed039-fcc9-4c5a-8f76-f70b962ad42c";"https://lanlinkonline.sharepoint.com/sites/RTC-Virtualizao";;;"True";"None";"BRA";10;0;0;0;0;0;0;0;12283536;1099511627776;"Group"
"2023-07-30";"2551@anonimo.com";"False";;180;"030a0728-7457-4098-8919-cc8322854893";"https://lanlinkonline.sharepoint.com/sites/RTC15";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1449318;1099511627776;"Group"
"2023-07-30";"777@anonimo.com";"False";"2021-09-21";180;"034b130e-dfd5-4be5-a5fe-ae7152118500";"https://lanlinkonline.sharepoint.com/sites/EueJonhJonh";;;"True";"None";"BRA";3;0;0;0;0;0;0;0;1598259;1099511627776;"Group"
"2023-07-30";"3030@anonimo.com";"False";"2022-04-04";180;"0354c8df-5364-4ba9-b73e-831665f41a32";"https://lanlinkonline.sharepoint.com/sites/Testealberto";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1511826;1099511627776;"Group"
"2023-07-30";"2030@anonimo.com";"False";"2023-06-28";180;"03af22ed-8212-403d-b44c-0f122e6acf91";"https://lanlinkonline.sharepoint.com/sites/LLKClient-Driven";;;"True";"None";"BRA";138;5;1;1;0;0;0;0;457351766;1099511627776;"Group"
"2023-07-30";"2829@anonimo.com";"False";"2023-05-25";180;"03b00db4-770b-4c33-a265-c0238b93501a";"https://lanlinkonline.sharepoint.com/sites/TJ-RN-Implantao";;;"True";"None";"BRA";287;3;3;1;0;0;0;1;5039523118;1099511627776;"Group"
"2023-07-30";"3010@anonimo.com";"False";;180;"03ff2909-bb91-4636-aaf4-c40230afd299";"https://lanlinkonline.sharepoint.com/sites/TesteLanlink21";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1438460;1099511627776;"Group"
"2023-07-30";"2282@anonimo.com";"False";"2023-05-31";180;"0417d8a1-3f2c-4160-92ee-c5df2ea2312b";"https://lanlinkonline.sharepoint.com/sites/PE2023-Novomodeloderemunerao";;;"True";"None";"BRA";4;3;1;1;0;0;0;0;17136685;1099511627776;"Group"
"2023-07-30";"2104@anonimo.com";"False";"2021-09-20";180;"043da58c-3fb6-403c-8e49-eea3829b8aa8";"https://lanlinkonline.sharepoint.com/sites/MEC";;;"True";"None";"BRA";23;0;0;0;0;0;0;0;13144820;1099511627776;"Group"
"2023-07-30";"2723@anonimo.com";"False";;180;"045108b1-6b07-4852-b195-779678b44ec1";"https://lanlinkonline.sharepoint.com/sites/SistemasEmpresariais";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1461373;1099511627776;"Group"
"2023-07-30";"2686@anonimo.com";"False";"2022-04-22";180;"047788a5-47d1-454a-a9b5-df847cfc4027";"https://lanlinkonline.sharepoint.com/sites/Saladeacompanhamento";;;"True";"None";"BRA";1;0;0;0;0;0;0;0;1651916;1099511627776;"Group"
"2023-07-30";"2676@anonimo.com";"False";"2020-03-20";180;"049f82d3-9404-4bd4-8b42-85b2c3bb4f08";"https://lanlinkonline.sharepoint.com/sites/SSA-TARDE";;;"True";"None";"BRA";2;0;0;0;0;0;0;0;1585749;1099511627776;"Group"
"2023-07-30";"2861@anonimo.com";"False";"2023-07-04";180;"04b383f8-65ca-4c6c-883d-862608ed4d5e";"https://lanlinkonline.sharepoint.com/sites/TJRN-Lanlink";;;"True";"None";"BRA";103;7;13;4;0;0;0;0;68708487;1099511627776;"Group"
"2023-07-30";"92@anonimo.com";"False";;180;"04baa2aa-c837-4b48-b9d0-b4517d945a8c";"https://lanlinkonline.sharepoint.com/sites/AGE-Projetos";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1505931;1099511627776;"Group"
"2023-07-30";"397@anonimo.com";"False";"2022-04-01";180;"04d4dbca-d62a-4ac3-9112-1ed55c1a4ee1";"https://lanlinkonline.sharepoint.com/sites/CNS-DIGITAL";;;"True";"None";"BRA";5;0;0;0;0;0;0;0;1557079;1099511627776;"Group"
"2023-07-30";"161@anonimo.com";"False";;180;"050f32f3-063c-45c8-a43c-0060c8cfbee9";"https://lanlinkonline.sharepoint.com/sites/Alceu";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1510449;1099511627776;"Group"
"2023-07-30";"172@anonimo.com";"False";"2022-08-31";180;"0512d350-8666-4219-9f4a-b0a49acdc1b7";"https://lanlinkonline.sharepoint.com/sites/Amaggi-projetodemigraodecontratos";;;"True";"None";"BRA";24;0;0;0;0;0;0;0;25393093;1099511627776;"Group"
"2023-07-30";"2366@anonimo.com";"False";;180;"051d9efa-29f2-4766-82f2-9d9f337e8b14";"https://lanlinkonline.sharepoint.com/sites/PlanoTeste-Flavio";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1458154;1099511627776;"Group"
"2023-07-30";"2884@anonimo.com";"False";"2022-08-30";180;"0524a74e-1db9-4ba4-b92a-a3c413150513";"https://lanlinkonline.sharepoint.com/sites/TREINAMENTOCHAT";;;"True";"None";"BRA";10;0;0;0;0;0;0;0;15173822;1099511627776;"Group"
"2023-07-30";"5007@anonimo.com";"False";;180;"05468464-6f3d-4e3c-be59-3eae26c882b4";"https://lanlinkonline.sharepoint.com/sites/ministeriodasaude";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1452989;1099511627776;"Group"
"2023-07-30";"483@anonimo.com";"False";"2022-07-18";180;"05ac05c3-90ee-4b67-ae95-1f9ebfe984f7";"https://lanlinkonline.sharepoint.com/sites/CentrodeGerenciamentodeServicos";;;"True";"None";"BRA";62;0;0;0;0;0;0;0;12686470;1099511627776;"Group"
"2023-07-30";"1631@anonimo.com";"False";;180;"05e1c51a-6fff-43d9-b120-0c3c3872ef7f";"https://lanlinkonline.sharepoint.com/sites/GlosaAgosto";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1459471;1099511627776;"Group"
"2023-07-30";"2185@anonimo.com";"False";"2021-09-29";180;"05e4c52a-b1a8-40cb-9f41-05a105e7d37a";"https://lanlinkonline.sharepoint.com/sites/Microsoft";;;"True";"None";"BRA";14;0;0;0;0;0;0;0;7497472;1099511627776;"Group"
"2023-07-30";"2065@anonimo.com";"False";"2021-01-26";180;"06073d30-1ab2-4bdc-8610-57e9597602c1";"https://lanlinkonline.sharepoint.com/sites/LeornardoErvilha";;;"True";"None";"BRA";7;0;0;0;0;0;0;0;8851478;1099511627776;"Group"
"2023-07-30";"1579@anonimo.com";"False";;180;"06113135-0ace-4ac5-b2c8-a09a45be8303";"https://lanlinkonline.sharepoint.com/sites/GD7eDonizeteRenovao";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1454195;1099511627776;"Group"
"2023-07-30";"276@anonimo.com";"False";"2022-02-08";180;"061e9816-97bd-4999-b8a9-8803552c3409";"https://lanlinkonline.sharepoint.com/sites/BASEDECONHECIMENTO";;;"True";"None";"BRA";24;0;0;0;0;0;0;0;11275728;1099511627776;"Group"
"2023-07-30";"203@anonimo.com";"False";"2020-10-19";180;"0635682f-b448-4ee2-9de6-774511c5b6d5";"https://lanlinkonline.sharepoint.com/sites/Arquitetura";;;"True";"None";"BRA";12;0;0;0;0;0;0;0;5525337;1099511627776;"Group"
"2023-07-30";"1988@anonimo.com";"False";"2021-04-27";180;"06406df1-fd55-4a8b-ac22-baf6bd9c2ce4";"https://lanlinkonline.sharepoint.com/sites/JF-BACAMPOFORMOSO";;;"True";"None";"BRA";3;0;0;0;0;0;0;0;1560039;1099511627776;"Group"
"2023-07-30";"1999@anonimo.com";"False";;180;"0641c4cc-3d48-4e82-bdc0-a4d006331496";"https://lanlinkonline.sharepoint.com/sites/JMacedo696";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1511661;1099511627776;"Group"
"2023-07-30";"2967@anonimo.com";"False";"2022-09-02";180;"06731909-9234-495f-a407-6217ab5a5eba";"https://lanlinkonline.sharepoint.com/sites/Teste419";;;"True";"None";"BRA";3;0;0;0;0;0;0;0;1647467;1099511627776;"Group"
"2023-07-30";"1658@anonimo.com";"False";;180;"06760a11-25f0-4f8b-b0bb-fe7db0e90110";"https://lanlinkonline.sharepoint.com/sites/Hapvida";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1438017;1099511627776;"Group"
"2023-07-30";"2958@anonimo.com";"False";;180;"06a6fd13-9c3e-4347-92f0-cb5867468dcb";"https://lanlinkonline.sharepoint.com/sites/Teste278";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1458693;1099511627776;"Group"
"2023-07-30";"1@anonimo.com";"False";;180;"06b04699-5e80-4bd8-8b83-4d860a72468a";"https://lanlinkonline.sharepoint.com/sites/MinhaEquipe";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1457846;1099511627776;"Group"
"2023-07-30";"2042@anonimo.com";"False";;180;"06e975c8-40cb-43a2-81e7-b3744a48910b";"https://lanlinkonline.sharepoint.com/sites/Lanlink-INSS";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1511455;1099511627776;"Group"
"2023-07-30";"3146@anonimo.com";"False";"2022-06-30";180;"07208172-7655-4b8d-a697-119649ca67a0";"https://lanlinkonline.sharepoint.com/sites/WSB-INTERNO";;;"True";"None";"BRA";6;0;0;0;0;0;0;0;9847302;1099511627776;"Group"
"2023-07-30";"1593@anonimo.com";"False";;180;"07259c6c-db7b-402e-bd18-08de26319ede";"https://lanlinkonline.sharepoint.com/sites/GeralTJCE";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1459390;1099511627776;"Group"
"2023-07-30";"526@anonimo.com";"False";"2021-12-09";180;"07367088-f8df-4362-a0e2-27330e3258d4";"https://lanlinkonline.sharepoint.com/sites/ComprovantesDP";;;"True";"None";"BRA";50;0;0;0;0;0;0;0;2446269;1099511627776;"Group"
"2023-07-30";"2210@anonimo.com";"False";;180;"073d675e-8629-41c0-8a59-493f8c194433";"https://lanlinkonline.sharepoint.com/sites/MovimentaaoEduardo";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1458058;1099511627776;"Group"
"2023-07-30";"758@anonimo.com";"False";;180;"0772885a-4744-4f04-b1d2-ce9273291cf9";"https://lanlinkonline.sharepoint.com/sites/EquipedeTeste9";;;"True";"None";"BRA";2;0;0;0;0;0;0;0;1535002;1099511627776;"Group"
"2023-07-30";"1644@anonimo.com";"False";"2023-05-04";180;"0783be1b-c98c-4730-b899-dd9238fcf102";"https://lanlinkonline.sharepoint.com/sites/Grupodeestudos-MD-Microsoft365CertifiedAdministradorAssociad";;;"True";"None";"BRA";11;2;0;0;0;0;0;0;291058579;1099511627776;"Group"
"2023-07-30";"2393@anonimo.com";"False";"2021-09-01";180;"078c4252-f9a6-4086-af93-6b7d6c8ac28e";"https://lanlinkonline.sharepoint.com/sites/Pr-Projeto-GrupoEdsonQueiroz";;;"True";"None";"BRA";34;0;0;0;0;0;0;0;15245677;1099511627776;"Group"
"2023-07-30";"2710@anonimo.com";"False";"2023-07-14";180;"07b50c68-509f-4c42-9af3-a39505b2fe79";"https://lanlinkonline.sharepoint.com/sites/SetorTributrio";;;"True";"None";"BRA";46;8;43;3;0;0;0;0;42097500;1099511627776;"Group"
"2023-07-30";"785@anonimo.com";"False";;180;"07f948fd-1e91-429c-b971-653d2c0f2b43";"https://lanlinkonline.sharepoint.com/sites/ExpedioEletrnicadeDocumentosNF0024842022070003";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1458926;1099511627776;"Group"
"2023-07-30";"3099@anonimo.com";"False";"2023-04-17";180;"07fb3aa5-3b08-425a-bed1-217dfe6c9dca";"https://lanlinkonline.sharepoint.com/sites/Trust";;;"True";"None";"BRA";9;1;0;0;0;0;0;0;1931198;1099511627776;"Group"
"2023-07-30";"1561@anonimo.com";"False";"2023-03-15";180;"081c8638-df72-45b9-b4dc-306d0fcb1fed";"https://lanlinkonline.sharepoint.com/sites/Financeiro";;;"True";"None";"BRA";13;0;1;1;0;0;0;0;3348095;1099511627776;"Group"
"2023-07-30";"3028@anonimo.com";"False";"2021-09-02";180;"081da7c0-a41a-4acc-827d-9969a7fa8c18";"https://lanlinkonline.sharepoint.com/sites/Teste_01";;;"True";"None";"BRA";6;0;0;0;0;0;0;0;318;1099511627776;"Group"
"2023-07-30";"3038@anonimo.com";"False";;180;"0855d850-492d-47dd-827f-c56df5c0fca4";"https://lanlinkonline.sharepoint.com/sites/Testegrupinho";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1514034;1099511627776;"Group"
"2023-07-30";"3691@anonimo.com";"False";"2023-07-30";180;"08801190-689a-4904-b2a6-a3a86fbdb05e";"https://lanlinkonline.sharepoint.com/sites/contratosmicrosoft";;;"True";"None";"BRA";20431;4259;1445;22;0;143;0;195;153848723598;1099511627776;"Group"
"2023-07-30";"2394@anonimo.com";"False";"2017-05-30";180;"088b6648-f90e-4342-b869-1910d866e8af";"https://lanlinkonline.sharepoint.com/sites/PrProjetoAzure";;;"True";"None";"BRA";5;0;0;0;0;0;0;0;2725757;1099511627776;"Group"
"2023-07-30";"440@anonimo.com";"False";;180;"08a0ffda-63b1-467b-a185-7194fad08121";"https://lanlinkonline.sharepoint.com/sites/CadenciaBSB336";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1458857;1099511627776;"Group"
"2023-07-30";"538@anonimo.com";"False";;180;"08a1e96f-1ca4-41d7-aa67-b5247560b266";"https://lanlinkonline.sharepoint.com/sites/Construodecasa";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1439572;1099511627776;"Group"
"2023-07-30";"2914@anonimo.com";"False";;180;"08c26dac-d593-403b-9b7e-882583313f79";"https://lanlinkonline.sharepoint.com/sites/TarefasEdilma";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1448534;1099511627776;"Group"
"2023-07-30";"2416@anonimo.com";"False";"2023-07-27";180;"0923e7be-e573-4618-a4e0-e7a15172b45d";"https://lanlinkonline.sharepoint.com/sites/ProcessoseCompliance";;;"True";"None";"BRA";572;97;1;1;0;1;0;1;742045365;1099511627776;"Group"
"2023-07-30";"177@anonimo.com";"False";"2023-05-31";180;"093251f0-d026-42f3-abc8-22e0726caf90";"https://lanlinkonline.sharepoint.com/sites/AmazonasEnergia";;;"True";"None";"BRA";10;1;1;1;0;0;0;0;18368900;1099511627776;"Group"
"2023-07-30";"756@anonimo.com";"False";"2023-06-14";180;"09333df6-9f14-4643-9dcc-31292a27f6dc";"https://lanlinkonline.sharepoint.com/sites/EquipedeSistemasJudiciais-2N";;;"True";"None";"BRA";1609;6;1;1;0;0;0;0;946655664;1099511627776;"Group"
"2023-07-30";"322@anonimo.com";"False";"2023-06-30";180;"093de3eb-818e-43b1-b05b-beaaf917772a";"https://lanlinkonline.sharepoint.com/sites/BUDWF-SP-CE-PI-MA-RN";;;"True";"None";"BRA";15;8;1;1;0;0;0;0;27114410;1099511627776;"Group"
"2023-07-30";"2311@anonimo.com";"False";"2022-12-26";180;"09814280-0399-4299-8e61-60c79fd274d8";"https://lanlinkonline.sharepoint.com/sites/PROJETOSDBAS";;;"True";"None";"BRA";40;0;0;0;0;0;0;0;12701230;1099511627776;"Group"
"2023-07-30";"2816@anonimo.com";"False";"2023-04-03";180;"09a52c52-1a79-41dd-b979-04e1acbcd737";"https://lanlinkonline.sharepoint.com/sites/TICInovao";;;"True";"None";"BRA";21;1;1;1;0;0;0;0;3820828;1099511627776;"Group"
"2023-07-30";"532@anonimo.com";"False";"2023-07-10";180;"09df7e1c-5ba0-4ff0-8cbe-dc05226a4d18";"https://lanlinkonline.sharepoint.com/sites/ConectividadeLLK";;;"True";"None";"BRA";10;1;3;1;0;0;0;0;1845144;1099511627776;"Group"
"2023-07-30";"2449@anonimo.com";"False";"2022-06-11";180;"09ec49de-096d-4213-a9e8-4a57d139942e";"https://lanlinkonline.sharepoint.com/sites/ProjetoFortes";;;"True";"None";"BRA";47;0;0;0;0;0;0;0;13911299;1099511627776;"Group"
"2023-07-30";"2924@anonimo.com";"False";"2022-11-01";180;"0a1559e4-0636-44d3-b4c4-8fc67ad25b15";"https://lanlinkonline.sharepoint.com/sites/Tasks106";;;"True";"None";"BRA";12;0;0;0;0;0;0;0;4505311;1099511627776;"Group"
"2023-07-30";"673@anonimo.com";"False";"2022-09-12";180;"0a18e349-e47a-4fe2-bec0-84b9a137a320";"https://lanlinkonline.sharepoint.com/sites/DocumentosDiretoria";;;"True";"None";"BRA";14;0;0;0;0;0;0;0;35394787;1099511627776;"Group"
"2023-07-30";"461@anonimo.com";"False";"2023-02-23";180;"0a425aae-d3b5-40a7-ac59-4c61a8d97b20";"https://lanlinkonline.sharepoint.com/sites/CartoVacinao-Covid19";;;"True";"None";"BRA";527;2;0;0;0;0;0;0;107079240;1099511627776;"Group"
"2023-07-30";"2316@anonimo.com";"False";;180;"0aa363a4-6ab0-4d2b-bba2-051362bdc77e";"https://lanlinkonline.sharepoint.com/sites/PadreCcero";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1438112;1099511627776;"Group"
"2023-07-30";"2522@anonimo.com";"False";"2023-06-01";180;"0abac747-b0ab-4d29-a5c0-4651d8959f0a";"https://lanlinkonline.sharepoint.com/sites/RH";;;"True";"None";"BRA";2;1;1;1;0;0;0;0;1533356;1099511627776;"Group"
"2023-07-30";"5748@anonimo.com";"False";"2022-10-19";180;"0acf584e-b83a-4089-a929-c813d6558d8b";"https://lanlinkonline.sharepoint.com/sites/trustcontrol-vendas";;;"True";"None";"BRA";5;0;0;0;0;0;0;0;3014538;1099511627776;"Group"
"2023-07-30";"2184@anonimo.com";"False";"2020-05-12";180;"0aeab820-5133-4951-9f83-058944ef3217";"https://lanlinkonline.sharepoint.com/sites/MicroinformticaSEFAZCE";;;"True";"None";"BRA";6;0;0;0;0;0;0;0;1768019;1099511627776;"Group"
"2023-07-30";"2219@anonimo.com";"False";"2021-06-15";180;"0af50cc9-8c2e-4c4e-aff8-7756b32ef0d4";"https://lanlinkonline.sharepoint.com/sites/NEOENERGIA-Implantao";;;"True";"None";"BRA";25;0;0;0;0;0;0;0;27324036;1099511627776;"Group"
"2023-07-30";"380@anonimo.com";"False";;180;"0b08d015-1cf6-40ba-8bd3-b71be11d2215";"https://lanlinkonline.sharepoint.com/sites/CGSEntregas";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1439761;1099511627776;"Group"
"2023-07-30";"437@anonimo.com";"False";;180;"0b09b3f3-ccaa-481a-922a-c65b66e5cdaf";"https://lanlinkonline.sharepoint.com/sites/CWD160";;;"True";"None";"BRA";0;0;0;0;0;0;0;0;1438929;1099511627776;"Group"
"2023-07-30";"404@anonimo.com";"False";"2023-07-28";180;"0b29bf74-0989-420d-81a0-f287944382b6";"https://lanlinkonline.sharepoint.com/sites/COMPRAS";;;"True";"None";"BRA";14;15;0;0;0;0;0;0;6739880;1099511627776;"Group"
"2023-07-30";"541@anonimo.com";"False";"2020-03-20";180;"0b3a5541-e619-446d-8d21-7a3115facfda";"https://lanlinkonline.sharepoint.com/sites/Consumo0365";;;"True";"None";"BRA";6;0;0;0;0;0;0;0;2777084;1099511627776;"Group"
